,书名,价格(元）
1789,IP组播（第1卷）,67.15
1790,数据科学与大数据分析——数据的发现 分析 可视化与表示,58.65
1791,Python游戏编程快速上手,None
1792,Hadoop海量数据处理：技术详解与项目实战（第2版）,50.15
1793,树莓派Python编程入门与实战（第2版）,84.92
1794,深入解析Android 虚拟机,84.15
1795,AutoCAD 2016中文版室内装潢设计从入门到精通,50.15
1796,3ds Max/VRay印象全套家装效果图表现技法（第2版）,83.30
1797,After Effects CC中文版完全自学教程,91.80
1798,脑力触发：记忆冠军的大脑训练术,41.65
1799,Windows 10技术与应用大全,84.15
1800,宇宙新图景：揭示宇宙奥秘的变革式理念,38.25
1801,服装CAD制板实用教程,41.65
1802,中文版Rhino 5.0完全自学教程（第3版）,118.15
1803,5G无线接入网络：雾计算和云计算,91.80
1804,心地 古风唯美人像摄影与后期完全攻略,75.65
1805,赶走抑郁的阴霾：关键六步，拥抱幸福人生,41.65
1806,海底世界：大洋深处奇妙之旅,66.30
1807,Photoshop CC移动UI设计实战从入门到精通,58.65
1808,中文版3ds Max 2016完全自学教程,91.80
1809,CorelDRAW X6中文版图形设计实战从入门到精通（第2版）,59.33
1810,抠图+修图+调色+合成+特效Photoshop一册通,58.65
1811,Java遗传算法编程,41.65
1812,Cocos2d 跨平台游戏开发指南（第2版）,50.15
1813,超越需求：敏捷思维模式下的分析,46.75
1814,运营力——微信公众号 设计 策划 客服 管理  一册通,33.15
1815,Wireshark网络分析的艺术,50.15
1816,UI图标设计从入门到精通,41.65
1817,Redis实战,58.65
1818,告别失控：软件开发团队管理必读,50.15
1819,中文版Maya 2016基础培训教程,42.42
1820,超级基因：如何改变你的未来,41.65
1821, Adobe After Effects CC 经典教程（彩色版）,75.65
1822,妥协的完美主义：优秀产品经理的实践指南（卷二）,50.15
1823,Objective-C应用开发全程实录,84.15
1824,第一本Docker书（修订版）,50.15
1825,为什么不是200岁？解开人类寿命与衰老之谜,33.15
1826,室内设计师职业技能实训手册（第2版）,84.15
1827,铁人三项训练突破：力量与体能,46.75
1828,微店全攻略 开店+装修+管理+营销,41.65
1829,Python面向对象编程指南,67.15
1830,After Effects CS6完全自学教程（第2版）,100.30
1831,CAE分析大系——ADINA在水利工程中的应用与开发,67.15
1832,中文版AutoCAD 2016家具设计从入门到精通,58.65
1833,Unity 3D游戏特效制作典型实例,67.15
1834,Axure RP8 入门手册  网站和App原型设计从入门到精通,84.15
1835,SAS特种部队徒手格斗术,38.25
1836,数学的故事,24.65
1837,迷人的物理：物理学的发展历程及重大成就,33.15
1838,教孩子学编程（Python语言版）,59.42
1839,MINECRAFT我的世界 高手进阶攻略,59.42
1840,社交媒体大数据分析——理解并影响消费者行为,50.15
1841,C++覆辙录,58.65
1842,CCIE路由和交换认证考试指南（第5版）（第1卷）,117.30
1843,C++多线程编程实战,50.15
1844,精通Linux设备驱动程序开发,75.65
1845,嵌入式Linux基础教程(第2版),84.83
1846,循序渐进Linux（第2版） 基础知识 服务器搭建 系统管理 性能调优 虚拟化与集群应用,84.15
1847,编程之法：面试和算法心得,41.65
1848,互联网DSP广告揭秘——精准投放与高效转化之道,33.15
1849,配色设计从入门到精通,67.15
1850,高效能人士的笔记整理术——正确记录你的生活和工作,41.65
1851,连接的未来：数字化创新改变世界,41.65
1852,术与道 移动应用UI设计必修课（第2版）,58.65
1853,机器人爱好者（第3辑）,58.65
1854,中文版Maya 2012实用教程（第2版）,50.15
1855,Photoshop CC淘宝美工实用教程,41.65
1856,移动游戏UI设计专业教程,67.15
1857,网站设计 开发 维护 推广 从入门到精通,41.65
1858,东方财富炒股软件从入门到精通,84.15
1859,5G同频同时全双工技术,50.15
1860,好性格成就女孩一生 心灵成长版,29.75
1861,中文版AutoCAD 2016室内设计从入门到精通,58.65
1862,完美讲堂 Unity3D游戏特效设计实战教程,75.65
1863,机器学习项目开发实战,50.15
1864,新编AutoCAD制图快捷命令速查一册通,24.65
1865,冰河世纪：史前动物全揭秘（第2版）,84.15
1866,After Effects全套影视特效制作典型实例（第2版）,84.15
1867,微商兵法——营销 推广 运营 管理 一册通,50.15
1868,液晶显示器和液晶电视维修核心教程,50.15
1869,玩转科学的“艺术家”（上册）,38.25
1870,Python数据分析,None
1871,3ds Max疯狂设计学院,75.65
1872,Java 开发从入门到精通,50.15
1873,Python算法教程,58.65
1874,Android 源码设计模式解析与实战,67.15
1875,迷人的代数：代数学的发展历程及重大成就,33.15
1876,Adobe Premiere Pro CC经典教程（彩色版）,84.15
1877,妥协的完美主义—优秀产品经理的实践指南（卷一）,50.15
1878,新编电脑组装与硬件维修从入门到精通,59.33
1879,中文版After Effects CC实用教程,42.33
1880,数据科学家修炼之道,41.65
1881,写给程序员的数据挖掘实践指南,50.15
1882,自己动手做智能机器人,41.65
1883,Adobe Acrobat DC经典教程,41.65
1884,食虫植物观赏与栽培图鉴,67.15
1885,中文版Photoshop淘宝网店设计入门与提高,50.83
1886,CCIE路由和交换认证考试指南（第5版） （第2卷）,100.30
1887,Web异步与实时交互——iframe AJAX WebSocket开发实战,29.75
1888,Swift入门经典（第2版）,50.15
1889,5G超密集组网技术,50.15
1890,Minecraft我的世界创意指南：生存大冒险,58.65
1891,Photoshop 移动UI设计基础与案例教程,67.15
1892,电脑组装与硬件维修入门与提高,42.33
1893,指尖世界 移动App界面设计之道,58.65
1894,中文版CorelDRAW X7完全自学教程（实例版）,91.80
1895,浪潮之巅 第三版•上下册 ,84.15
1896,C++编程剖析：问题、方案和设计准则,41.65
1897,奇妙数学史：从早期的数字概念到混沌理论,41.65
1898,精通VMware vSphere 6,100.30
1899,移动Web开发从入门到精通,67.83
1900,Linux/UNIX OpenLDAP实战指南,58.65
1901,深入理解JavaScript,67.15
1902,Python金融大数据分析,None
1903,CCNP ROUTE 300-101学习指南,91.80
1904,Arduino家居安全系统构建实战,33.15
1905,UNIX网络编程 卷1：套接字联网API（第3版）,None
1906,幽灵般的超距作用：重新思考空间和时间,38.25
1907,和谐之美 探索设计中的黄金比例,91.80
1908,中文版AutoCAD 2016从入门到精通,58.65
1909,运维工程师成长之路,50.92
1910,信息图表的力量,50.15
1911,计算机视觉度量深入解析,75.65
1912,流量的秘密 Google Analytics网站分析与商业实战,58.65
1913,JavaScript忍者秘籍,58.65
1914,Scratch 2.0趣味编程指南,50.15
1915,Photoshop CS6平面设计实战从入门到精通（经典畅销版）,59.33
1916,力量举综合训练完全指南,46.75
1917,中文版AutoCAD 2016建筑设计从入门到精通,50.15
1918,微信运营全攻略 流程+推广+营销+管理+案例,41.65
1919,铁人三项训练突破：数据驱动的效能训练法,46.75
1920,中文版AutoCAD 2016机械设计从入门到精通,50.15
1921,Illustrator零基础萌漫插画绘制技法,58.65
1922,指尖上行 移动前端开发进阶之路,67.15
1923,跟着大师玩乐高：奇妙的交通工具,46.75
1924,JavaScript入门经典（第6版）,41.65
1925,3ds Max 2014/VRay效果图制作实战从入门到精通,50.83
1926,重构：改善既有代码的设计,58.65
1927,GNS3实战指南,41.65
1928,Web前端开发精品课——HTML与CSS 基础教程,41.65
1929,Abaqus GUI程序开发指南（Python语言）,50.15
1930,jQuery EasyUI开发指南,41.65
1931,MINECRAFT我的世界 新手完全攻略（第3版）,50.15
1932,VMware vSphere 6.0虚拟化架构实战指南,75.65
1933,乐高EV3机器人搭建与编程,67.15
1934,jQuery Mobile从入门到精通,67.83
1935,智能的本质——人工智能与机器人领域的64个大问题,46.75
1936, 千奇百怪的海洋世界： 奇迹篇,93.42
1937,AutoCAD 2016中文版从入门到精通,46.75
1938,无人机航拍手册：空中摄影与视频制作完全指南,41.65
1939,After Effects完全解析,108.80
1940,中文版3ds Max 2014基础培训教程,33.83
1941,中文版3ds Max 2016/VRay效果图制作完全自学教程（实例版）,93.42
1942,Minecraft我的世界：建筑设计完全指南,41.65
1943,设计模式解析（第2版•修订版）,46.75
1944,Java和Android开发学习指南（第2版）,58.65
1945,数据整理实践指南,41.65
1946,PowerPoint 2016从入门到精通,50.83
1947,Creo 4.0中文版从入门到精通,84.15
1948,中文版CorelDRAW X8实战视频教程,50.15
1949,After Effects CC影视后期制作实战从入门到精通,67.15
1950,自行车功率训练突破：分析数据 科学训练 提高表现,50.15
1951,面向用户的设计——移动应用产品设计之道,50.15
1952,Premiere Pro CS6实用教程,41.65
1953,编程谜题,41.65
1954,火星奇观：红色星球新揭秘,58.65
1955,雕刻完美曲线：女性健身美臀塑形全指南,67.15
1956,Axure原型蓝图,41.65
1957,ASP.NET 开发从入门到精通,58.65
1958,NoSQL权威指南,38.25
1959,Python和Pygame游戏开发指南,59.42
1960,趣学JavaScript——教孩子学编程,50.15
1961,万物互联,41.65
1962,ABAQUS 6.14超级学习手册,92.65
1963,Android开发进阶：从小工到专家,58.65
1964,Python和HDF 5大数据应用,33.15
1965,MySQL从入门到精通,59.33
1966,程序员面试白皮书,41.65
1967,千奇百怪的海洋世界：生存篇,93.42
1968,互联网+ 电商平台设计与运营,58.65
1969,ANSYS FLUENT 16.0超级学习手册,92.65
1970,张成功项目管理记（第2版）,41.65
1971,乐高妙妙屋：动物与车辆,50.15
1972,中文版AutoCAD 2016园林设计从入门到精通,67.15
1973,UNIX网络编程 卷2：进程间通信（第2版）,None
1974,Oracle性能优化与诊断案例精选,67.15
1975,面向STEM的Scratch创新课程,42.33
1976,Excel 2016办公应用从入门到精通,42.33
1977,现学现用PPT素材集  菜鸟变身办公室PPT达人,58.65
1978,中文版AutoCAD 2015实用教程,41.65
1979,Minecraft我的世界创意指南：梦幻世界,58.65
1980,中文版Photoshop CC平面设计实用教程,42.33
1981,Minecraft我的世界创意指南：奇异之城,58.65
1982,中文版Photoshop CS6平面设计实用教程（第2版）,42.33
1983,Photoshop CC从入门到精通（全彩超值版）,75.65
1984,中文版3ds Max 2014实用教程（第2版）,50.92
1985,会声会影X8实用教程,50.15
1986,3ds Max 2013/VRay效果图制作实战从入门到精通（第2版）,59.33
1987,贝丝健身瑜伽指南（第3版）,50.15
1988,Photoshop CC实战从入门到精通（全彩超值版）,67.15
1989,海伦的苍鹰,38.25
1990,中文版Photoshop CS6完全自学教程（全能学习版）,84.15
1991,手绘图鉴：不可思议的奇妙植物,38.25
1992,Web全栈工程师的自我修养,41.65
1993, 通往宇宙的窗口------走进世界著名天文馆和天文台,33.15
1994,计算广告：互联网商业变现的市场与技术,58.65
1995,梦之队的梦魇：使用敏捷实践促进团队生产率,50.15
1996,看板实战,50.15
1997,编程珠玑（续）（修订版）,None
1998,师兄教你找工作——100场面试 20个offer背后的求职秘密,33.15
1999,Cisco ASA设备使用指南（第3版）,134.30
